model,dataset,schema,seed,emotion,f1,f1_low,f1_high,support
hf_distilbert-base-uncased,go_emotions,native,42,admiration,0.667900092506938,0.6346813539169249,0.6997263797942002,504
hf_distilbert-base-uncased,go_emotions,native,42,amusement,0.8123861566484517,0.7745635895838381,0.8483841825409116,264
hf_distilbert-base-uncased,go_emotions,native,42,anger,0.5095890410958904,0.4455938697318008,0.5690618964200692,198
hf_distilbert-base-uncased,go_emotions,native,42,annoyance,0.28622540250447226,0.23687493282699817,0.33658396147403685,320
hf_distilbert-base-uncased,go_emotions,native,42,approval,0.34563758389261745,0.2982434100326192,0.3935630976147946,351
hf_distilbert-base-uncased,go_emotions,native,42,caring,0.3835616438356164,0.2990246824826264,0.45690911550950986,135
hf_distilbert-base-uncased,go_emotions,native,42,confusion,0.40816326530612246,0.34390471793518884,0.4751437264793018,153
hf_distilbert-base-uncased,go_emotions,native,42,curiosity,0.4658040665434381,0.4147565110129556,0.5160202360876898,284
hf_distilbert-base-uncased,go_emotions,native,42,desire,0.5223880597014925,0.4094398711524696,0.6187412860409347,83
hf_distilbert-base-uncased,go_emotions,native,42,disappointment,0.29770992366412213,0.22744652406417112,0.3712121212121212,151
hf_distilbert-base-uncased,go_emotions,native,42,disapproval,0.4083969465648855,0.3548979447554251,0.4604128847671665,267
hf_distilbert-base-uncased,go_emotions,native,42,disgust,0.45933014354066987,0.3722834953990733,0.5384883720930232,123
hf_distilbert-base-uncased,go_emotions,native,42,embarrassment,0.4507042253521127,0.2903225806451613,0.5916043133802816,37
hf_distilbert-base-uncased,go_emotions,native,42,excitement,0.4656084656084656,0.3756019435923885,0.5478401122019635,103
hf_distilbert-base-uncased,go_emotions,native,42,fear,0.6583850931677019,0.5713764337851929,0.7393939393939394,78
hf_distilbert-base-uncased,go_emotions,native,42,gratitude,0.9101449275362319,0.8855807779649211,0.9327223831750631,352
hf_distilbert-base-uncased,go_emotions,native,42,grief,0.0,0.0,0.0,6
hf_distilbert-base-uncased,go_emotions,native,42,joy,0.6075949367088608,0.5419322472758659,0.6666666666666666,161
hf_distilbert-base-uncased,go_emotions,native,42,love,0.7522123893805309,0.7015815514243026,0.7935272598536701,238
hf_distilbert-base-uncased,go_emotions,native,42,nervousness,0.32558139534883723,0.13333333333333333,0.5,23
hf_distilbert-base-uncased,go_emotions,native,42,optimism,0.4840764331210191,0.4133569739952719,0.5510835913312694,186
hf_distilbert-base-uncased,go_emotions,native,42,pride,0.5217391304347826,0.23529411764705882,0.7692307692307693,16
hf_distilbert-base-uncased,go_emotions,native,42,realization,0.23717948717948717,0.17684087148372865,0.3049091587854654,145
hf_distilbert-base-uncased,go_emotions,native,42,relief,0.15384615384615385,0.0,0.42857142857142855,11
hf_distilbert-base-uncased,go_emotions,native,42,remorse,0.6446280991735537,0.5360424813366513,0.7391304347826086,56
hf_distilbert-base-uncased,go_emotions,native,42,sadness,0.552901023890785,0.4877850807728857,0.6170319862915893,156
hf_distilbert-base-uncased,go_emotions,native,42,surprise,0.5303030303030303,0.45559639456436607,0.5984908801389693,141
hf_distilbert-base-uncased,go_emotions,native,42,neutral,0.6181818181818182,0.5996462463402406,0.636497193991769,1787
